################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
rdock_08_103 -239.762 -2.866 8.368
rdock_08_104 -249.448 -2.582 6.342
rdock_08_105 -192.063 -2.668 -2.596
rdock_08_111 -190.681 -2.176 -2.627
rdock_08_113 -286.861 -2.870 3.827
rdock_08_114 -167.341 -2.712 -0.531
rdock_08_116 -552.066 -2.378 -54.940
rdock_08_117 -391.599 -2.241 -40.208
rdock_08_119 -291.066 -2.287 0.784
rdock_08_121 -227.511 -2.543 1.899
rdock_08_122 -225.446 -2.472 -5.323
rdock_08_124 -302.305 -2.733 -24.596
rdock_08_126 -464.314 -2.387 -51.993
rdock_08_127 -587.129 -2.415 -57.434
rdock_08_128 -197.716 -2.274 -0.184
rdock_08_130 -138.667 -2.469 -0.582
rdock_08_132 -576.434 -2.527 -59.812
rdock_08_137 -476.585 -2.504 -41.703
rdock_08_138 -559.276 -2.577 -60.176
rdock_08_139 -284.871 -2.594 6.611
rdock_08_140 -500.247 -2.689 -50.888
rdock_08_142 -599.189 -2.615 -58.695
rdock_08_143 -508.469 -2.668 -53.820
rdock_08_145 -564.583 -2.360 -63.396
rdock_08_147 -560.660 -2.451 -52.617
rdock_08_149 -425.818 -2.685 -41.474
rdock_08_150 -285.497 -2.528 -4.948
vina_01_1 -389.272 -2.538 -31.746
vina_01_2 -582.788 -2.564 -56.312
vina_01_3 -582.100 -2.526 -57.442
vina_01_4 -331.392 -2.540 -22.482
vina_01_5 -340.855 -2.648 -20.735
vina_01_6 -536.090 -2.711 -49.821
vina_01_7 -621.354 -2.638 -62.709
vina_01_8 -331.107 -2.595 -19.310
vina_01_9 -465.572 -2.824 -41.282
vina_01_10 -379.296 -2.531 -26.509
vina_01_11 -510.464 -2.583 -56.310
vina_01_12 -419.358 -2.577 -48.355
vina_01_13 -564.634 -2.559 -59.690
vina_01_14 -515.972 -2.432 -48.930
vina_01_15 -381.038 -2.550 -32.982
vina_01_16 -357.379 -2.446 -32.071
vina_01_17 -225.529 -2.676 3.986
vina_01_18 -538.650 -2.498 -52.060
vina_01_19 -225.233 -2.476 5.372
vina_01_20 -352.540 -2.407 -22.840
vina_01_21 -242.769 -2.501 4.133
vina_01_22 -368.475 -2.489 -24.790
vina_01_23 -525.075 -2.593 -54.485
vina_01_24 -298.879 -2.740 -18.964
vina_01_25 -319.666 -2.621 -16.043
vina_01_26 -549.381 -2.368 -57.809
vina_01_27 -247.589 -2.268 -1.970
vina_01_28 -268.909 -2.119 -15.293
vina_01_29 -303.250 -2.424 -8.165
vina_01_30 -297.822 -2.406 -4.609
vina_01_31 -242.102 -2.601 0.371
vina_01_32 -543.598 -2.486 -55.237
vina_01_33 -416.607 -2.470 -42.819
vina_01_34 -265.993 -2.111 -1.904
vina_01_35 -228.618 -2.235 -0.180
vina_01_36 -177.321 -2.375 -2.310
vina_01_37 -490.291 -2.260 -54.214
vina_01_38 -401.844 -2.333 -42.481
vina_01_39 -332.709 -2.485 -13.366
vina_01_40 -345.017 -2.355 -15.219
vina_01_41 -486.941 -2.428 -51.100
vina_01_42 -291.496 -2.169 -6.173
vina_01_43 -270.285 -2.425 2.317
vina_01_44 -359.337 -2.174 -21.864
vina_01_45 -244.511 -2.688 -5.714
vina_01_46 -238.563 -2.443 4.582
vina_01_47 -193.622 -2.245 4.454
vina_01_48 -278.915 -2.236 -5.176
vina_01_49 -241.715 -2.099 1.085
vina_01_50 -245.811 -2.606 -2.349
vina_01_51 -240.370 -2.504 3.180
vina_01_52 -221.768 -2.208 0.871
vina_01_53 -364.599 -2.368 -24.172
vina_01_54 -449.136 -2.729 -53.428
vina_01_55 -342.915 -2.423 -28.240
vina_01_56 -286.535 -2.653 -2.660
vina_01_57 -252.257 -2.336 2.949
vina_01_58 -229.436 -2.274 -9.985
vina_01_59 -244.358 -2.230 -1.572
vina_01_60 -324.507 -2.510 -23.894
vina_01_61 -203.094 -2.359 -1.150
vina_01_62 -287.809 -2.431 -1.024
vina_01_63 -353.055 -2.548 -28.395
vina_01_64 -330.321 -2.238 -21.132
vina_01_65 -271.735 -2.419 -4.985
vina_01_66 -154.613 -2.403 -1.443
vina_01_67 -420.765 -2.286 -29.209
vina_01_68 -261.923 -2.015 -11.021
vina_01_69 -307.596 -2.059 -15.642
vina_01_70 -231.573 -2.398 -10.901
vina_01_71 -365.338 -2.390 -39.185
vina_01_72 -286.791 -2.041 -5.094
vina_01_73 -204.371 -2.249 -4.373
vina_01_74 -238.318 -2.384 -10.434
vina_01_75 -351.390 -2.319 -48.860
vina_01_76 -202.553 -2.144 -2.559
vina_01_77 -344.821 -2.503 -20.074
vina_01_78 -151.487 -2.263 -3.778
vina_01_79 -205.658 -2.193 1.663
vina_01_80 -226.125 -2.150 10.893
vina_01_81 -284.944 -2.058 -15.907
vina_01_82 -284.097 -2.503 -8.587
vina_01_83 -230.858 -2.030 -6.378
vina_01_84 -205.774 -2.390 -0.329
vina_01_85 -235.725 -2.390 -7.080
vina_01_86 -208.139 -2.447 1.594
vina_01_87 -319.404 -2.514 -7.126
vina_01_88 -223.879 -2.402 3.471
vina_01_89 -272.877 -2.156 -7.459
vina_01_90 -287.979 -2.379 -8.729
vina_01_91 -190.582 -2.596 0.479
vina_01_92 -471.762 -2.057 -47.207
vina_01_93 -209.028 -2.321 -6.701
vina_01_94 -168.849 -2.118 -5.265
vina_01_95 -176.645 -2.043 -2.911
vina_01_96 -305.200 -2.307 -7.686
vina_01_97 -297.868 -2.295 -9.600
vina_01_98 -181.928 -2.190 7.235
vina_01_99 -198.114 -2.265 -6.365
vina_01_100 -158.754 -2.005 3.214
vina_01_101 -181.618 -2.193 0.141
vina_01_102 -227.391 -2.245 -8.635
vina_01_103 -230.128 -2.158 -7.481
vina_01_104 -130.796 -2.230 2.583
vina_01_105 -211.515 -1.882 5.423
vina_01_106 -295.137 -2.140 -8.288
vina_01_107 -209.368 -1.926 -9.079
vina_01_108 -248.790 -2.524 -3.795
vina_01_109 -193.905 -2.039 3.304
vina_01_110 -165.501 -2.250 -3.114
vina_01_111 -177.793 -2.068 -6.863
vina_01_112 -205.641 -2.100 0.929
vina_01_113 -189.764 -2.118 3.350
vina_01_114 -264.116 -1.994 -9.692
vina_01_115 -169.519 -1.987 -2.894
vina_01_116 -170.952 -2.175 3.317
vina_01_117 -230.141 -2.225 1.513
vina_01_118 -165.571 -1.978 1.104
vina_01_119 -324.201 -2.096 -15.865
vina_01_120 -229.856 -2.383 -2.154
vina_01_121 -212.484 -1.891 -0.217
vina_01_122 -201.071 -2.158 6.085
vina_01_123 -243.703 -2.248 -0.573
vina_01_124 -210.185 -2.039 -9.131
vina_01_125 -158.418 -1.974 -2.503
vina_01_126 -143.826 -2.100 -2.004
vina_01_127 -193.525 -2.091 -9.292
vina_01_128 -239.007 -2.068 2.052
vina_01_129 -192.540 -2.152 -1.660
vina_01_130 -169.100 -2.015 -3.764
vina_01_131 -213.657 -2.110 6.446
vina_01_132 -195.007 -1.750 -5.900
vina_01_133 -204.010 -1.922 -0.419
vina_01_134 -538.585 -2.415 -62.182
vina_01_135 -188.786 -2.032 -2.250
vina_01_136 -567.154 -2.034 -57.299
vina_01_137 -247.083 -1.967 -11.276
vina_01_138 -157.495 -2.080 -2.748
vina_01_139 -201.912 -2.114 -4.689
vina_01_140 -365.762 -2.226 -33.554
vina_01_141 -443.839 -2.426 -45.223
vina_01_142 -244.039 -1.783 3.412
vina_01_143 -147.277 -1.793 0.311
vina_01_144 -266.674 -1.970 -10.742
vina_01_145 -211.638 -2.147 -3.537
vina_01_146 -193.428 -1.878 -6.003
vina_01_147 -232.012 -2.515 2.551
vina_01_148 -170.373 -1.751 0.493
vina_01_149 -169.468 -2.021 1.602
vina_01_150 -153.404 -2.232 -3.518
vina_01_151 -346.502 -2.565 -30.650
vina_01_152 -216.974 -2.117 1.399
vina_01_153 -176.715 -2.113 -4.734
vina_01_154 -207.882 -2.219 0.090
vina_01_155 -182.825 -1.940 -0.691
vina_01_156 -198.813 -1.961 -7.999
vina_01_157 -233.306 -2.076 -2.408
vina_01_158 -204.723 -2.338 -5.607
vina_01_159 -460.245 -2.529 -55.551
vina_01_160 -310.696 -1.835 -19.386
vina_01_161 -243.273 -2.257 -4.720
vina_01_162 -149.517 -2.375 4.826
vina_01_163 -417.707 -2.035 -25.519
vina_01_164 -129.348 -1.739 -3.559
vina_01_165 -177.378 -2.337 -5.258
vina_01_166 -231.004 -2.323 1.691
vina_01_167 -170.297 -1.989 -1.650
vina_01_168 -185.152 -2.235 0.074
vina_01_169 -207.830 -2.274 -2.937
vina_01_170 -287.514 -2.170 -13.979
vina_01_171 -347.462 -1.988 -15.360
vina_01_172 -414.465 -2.476 -35.724
vina_01_173 -249.106 -1.925 -22.574
vina_01_174 -160.323 -2.080 -5.583
vina_01_175 -255.049 -2.222 -9.221
vina_02_1 -378.294 -2.545 -35.087
vina_02_2 -573.980 -2.617 -59.063
vina_02_3 -383.003 -2.537 -32.792
vina_02_4 -345.179 -2.592 -17.891
vina_02_6 -570.985 -2.624 -59.601
vina_02_7 -519.278 -2.785 -49.192
vina_02_8 -201.526 -2.438 -5.075
vina_02_9 -183.684 -2.508 -0.313
vina_02_10 -376.760 -2.667 -28.785
vina_02_12 -380.847 -2.627 -23.508
vina_02_13 -375.800 -2.366 -44.795
vina_02_14 -454.820 -2.799 -38.514
vina_02_15 -599.532 -2.468 -62.429
vina_02_16 -433.192 -2.367 -55.532
vina_02_17 -528.807 -2.556 -45.281
vina_02_18 -250.186 -2.562 -9.438
vina_02_19 -203.818 -2.707 3.948
vina_02_20 -357.760 -2.449 -18.433
vina_02_21 -519.179 -2.567 -61.463
vina_02_22 -215.580 -2.772 -5.874
vina_02_23 -369.227 -2.555 -27.099
vina_02_24 -310.505 -2.600 -8.020
vina_02_27 -536.435 -2.387 -57.716
vina_02_28 -277.736 -2.388 5.925
vina_02_29 -238.661 -2.467 2.121
vina_02_30 -357.236 -2.429 -32.197
vina_02_32 -200.802 -2.422 2.134
vina_02_33 -492.725 -2.631 -54.081
vina_02_34 -284.837 -2.677 -18.451
vina_02_35 -375.524 -2.138 -26.111
vina_02_36 -410.595 -2.516 -37.263
vina_02_37 -513.649 -2.333 -53.235
vina_02_38 -529.339 -2.348 -56.094
vina_02_39 -335.519 -2.154 -13.252
vina_02_40 -233.140 -2.530 2.787
vina_02_41 -229.008 -2.221 1.397
vina_02_42 -253.050 -2.476 -5.190
vina_02_43 -230.560 -2.233 -7.953
vina_02_44 -199.001 -2.364 -0.387
vina_02_45 -297.691 -2.293 -9.934
vina_02_46 -295.022 -2.197 -18.064
vina_02_47 -182.786 -2.606 -0.124
vina_02_49 -394.588 -2.422 -34.368
vina_02_51 -405.190 -2.442 -41.017
vina_02_52 -399.282 -2.652 -39.453
vina_02_53 -476.559 -2.338 -54.902
vina_02_54 -281.006 -2.365 -4.692
vina_02_55 -225.823 -2.227 -1.040
vina_02_56 -454.399 -2.436 -53.319
vina_02_57 -279.616 -2.364 -15.949
vina_02_58 -141.713 -2.183 1.764
vina_02_59 -232.458 -2.458 3.628
vina_02_61 -252.281 -2.635 -8.852
vina_02_62 -346.491 -2.014 -22.946
vina_02_63 -228.689 -2.249 0.544
vina_02_65 -222.748 -2.459 0.180
vina_02_66 -199.559 -2.471 -2.297
vina_02_67 -459.579 -2.432 -49.164
vina_02_68 -331.020 -2.385 -25.975
vina_02_70 -249.218 -2.199 -9.155
vina_02_71 -234.754 -2.035 -0.443
vina_02_72 -182.145 -2.177 0.336
vina_02_73 -214.511 -2.482 1.537
vina_02_74 -247.997 -2.567 -2.032
vina_02_75 -303.580 -2.388 -4.124
vina_02_76 -291.545 -2.529 -3.132
vina_02_77 -205.241 -2.279 9.151
vina_02_78 -275.432 -2.515 1.478
vina_02_79 -254.839 -2.424 4.713
vina_02_80 -160.151 -2.369 -0.761
vina_02_81 -309.228 -2.448 -12.334
vina_02_82 -295.064 -2.483 -17.817
vina_02_83 -185.107 -2.296 2.913
vina_02_84 -354.139 -2.427 -14.427
vina_02_86 -342.581 -2.237 -12.152
vina_02_87 -206.965 -2.506 2.077
vina_02_88 -227.666 -2.172 -4.985
vina_02_89 -449.850 -2.353 -42.503
vina_02_90 -254.583 -2.487 -8.744
vina_02_91 -243.237 -2.289 -3.349
vina_02_92 -445.509 -2.337 -39.875
vina_02_93 -220.304 -2.214 3.742
vina_02_94 -146.223 -2.135 -3.997
vina_02_95 -269.731 -2.037 -4.791
vina_02_96 -224.596 -2.553 4.016
vina_02_97 -170.572 -2.194 2.222
vina_02_98 -281.466 -2.467 -8.664
vina_02_99 -224.628 -2.234 1.099
vina_02_100 -157.616 -2.020 -0.626
vina_02_101 -314.004 -2.521 -18.764
vina_02_102 -214.210 -1.912 -2.220
vina_02_103 -313.465 -2.169 -14.193
vina_02_104 -249.407 -2.086 4.461
vina_02_105 -243.385 -2.195 1.145
vina_02_106 -240.845 -2.284 -3.277
vina_02_107 -191.617 -2.469 2.108
vina_02_108 -178.055 -2.271 -0.624
vina_02_109 -138.260 -2.227 1.378
vina_02_110 -223.974 -2.467 -4.378
vina_02_111 -229.592 -2.359 2.492
vina_02_112 -328.080 -2.465 -20.205
vina_02_113 -235.296 -2.380 -4.991
vina_02_114 -327.602 -2.372 -15.947
vina_02_115 -140.368 -2.312 -0.665
vina_02_116 -328.490 -2.120 -8.575
vina_02_117 -285.706 -1.858 -9.857
vina_02_118 -199.066 -2.260 -1.162
vina_02_119 -532.449 -2.321 -62.143
vina_02_120 -226.807 -2.341 -2.772
vina_02_121 -221.669 -2.279 -2.432
vina_02_122 -222.211 -2.029 0.023
vina_02_123 -263.526 -2.103 -12.635
vina_02_125 -218.152 -2.140 -5.267
vina_02_127 -205.132 -2.204 -8.754
vina_02_128 -242.171 -2.491 -5.922
vina_02_129 -278.245 -2.174 -9.234
vina_02_130 -417.762 -2.468 -45.434
vina_02_131 -251.839 -2.261 -5.285
vina_02_132 -227.434 -2.011 -3.359
vina_02_133 -179.444 -2.094 0.037
vina_02_134 -248.951 -2.245 2.566
vina_02_135 -201.757 -2.109 -0.637
vina_02_136 -189.893 -2.260 -2.044
vina_02_137 -210.928 -2.178 0.848
vina_02_138 -215.305 -1.988 -2.130
vina_02_139 -244.097 -2.264 -0.020
vina_02_140 -212.127 -2.275 -3.898
vina_02_141 -169.633 -2.242 -6.349
vina_02_142 -229.549 -2.144 -3.825
vina_02_143 -160.593 -2.129 0.928
vina_02_144 -179.752 -2.034 5.639
vina_02_145 -216.338 -2.333 1.294
vina_02_146 -216.222 -2.280 -2.183
vina_02_147 -309.114 -2.360 -17.989
vina_02_148 -160.392 -2.151 -5.320
vina_02_149 -359.362 -2.187 -35.891
vina_02_150 -313.406 -2.332 -6.304
vina_02_151 -192.190 -2.154 1.739
vina_02_152 -319.338 -2.128 -40.004
vina_02_153 -232.621 -2.393 3.345
vina_02_154 -154.628 -2.092 0.328
vina_02_155 -255.854 -1.841 4.260
vina_02_156 -222.721 -2.197 -3.041
vina_02_157 -231.803 -2.197 -7.596
vina_02_158 -200.255 -2.217 1.393
vina_02_159 -183.752 -1.919 0.307
vina_02_160 -135.924 -2.008 -4.799
vina_02_161 -322.604 -2.454 -16.854
vina_02_162 -246.887 -1.997 -8.765
vina_02_163 -265.832 -2.175 -10.514
vina_02_164 -218.288 -2.055 -7.842
vina_02_165 -189.839 -2.275 -6.241
vina_02_166 -288.859 -2.278 -19.500
vina_02_167 -376.701 -1.831 -36.295
vina_02_168 -287.528 -2.225 -17.163
vina_02_169 -220.719 -1.970 -0.415
vina_02_170 -170.343 -2.338 0.455
vina_02_171 -192.049 -1.981 -3.121
vina_02_172 -239.784 -1.970 -7.856
vina_02_173 -121.891 -2.065 1.197
vina_02_174 -323.375 -2.218 -15.029
vina_02_175 -222.358 -2.088 2.354
vina_02_176 -229.681 -2.416 -2.860
vina_02_177 -211.343 -2.076 -1.157
vina_02_178 -148.380 -1.830 -2.677
vina_02_179 -242.388 -2.413 -6.638
vina_02_180 -236.563 -2.422 3.240
vina_02_181 -209.870 -1.928 -0.168
vina_02_182 -148.087 -2.062 3.457
vina_02_183 -192.383 -2.023 0.877
vina_02_184 -229.004 -2.215 2.568
vina_02_185 -176.712 -2.246 7.512
vina_02_186 -208.783 -2.107 -5.179
vina_02_187 -226.784 -1.911 -1.176
vina_02_188 -179.407 -2.061 -0.378
vina_02_189 -300.573 -2.196 2.987
vina_02_190 -171.340 -2.132 -5.657
vina_02_191 -162.004 -2.048 1.207
vina_02_192 -148.834 -2.058 4.978
vina_02_193 -273.809 -2.277 -15.433
vina_02_195 -233.579 -2.090 -5.439
vina_02_196 -242.977 -2.129 -3.402
vina_02_197 -226.553 -1.969 -1.888
vina_02_198 -212.392 -2.062 -6.229
vina_02_199 -270.271 -1.916 0.601
vina_02_200 -230.444 -2.381 -4.226
vina_02_201 -149.093 -1.851 0.896
vina_02_202 -198.427 -2.005 0.817
vina_02_203 -237.754 -1.979 0.142
vina_02_204 -270.837 -2.043 -1.914
vina_02_205 -453.708 -2.116 -46.443
vina_02_206 -195.979 -1.734 -2.363
vina_02_207 -179.976 -2.024 8.428
vina_02_208 -149.623 -1.862 3.804
vina_02_209 -214.981 -2.214 1.812
vina_02_210 -206.995 -2.019 -2.776
vina_02_211 -192.901 -2.195 0.622
vina_02_212 -286.190 -1.757 -0.779
vina_02_213 -248.221 -1.956 -5.674
vina_02_214 -210.560 -2.426 -3.412
vina_02_215 -241.630 -1.904 1.137
vina_02_216 -245.367 -2.078 6.139
vina_02_217 -227.457 -1.931 -3.409
vina_02_218 -184.313 -2.147 -2.719
vina_02_219 -430.150 -1.831 -45.848
vina_02_220 -138.086 -1.986 -8.696
vina_02_221 -274.092 -1.851 -12.933
vina_02_222 -363.026 -2.362 -22.972
vina_02_223 -256.825 -1.855 -5.029
vina_02_224 -192.734 -2.057 5.174
vina_02_225 -236.734 -2.012 -2.266
vina_02_226 -140.037 -1.788 -1.755
vina_02_227 -160.790 -1.928 -1.618
vina_02_228 -208.026 -1.968 -9.774
vina_02_229 -137.354 -1.946 2.733
vina_02_230 -180.759 -2.051 -2.101
vina_02_231 -181.358 -1.995 4.434
vina_02_232 -225.951 -2.059 -15.845
vina_02_233 -143.169 -1.792 -6.609
vina_02_234 -287.263 -2.227 -16.579
vina_02_235 -177.656 -1.828 -3.082
vina_02_236 -164.791 -1.843 -1.329
vina_02_237 -202.289 -1.785 0.431
vina_02_238 -298.736 -1.790 -8.051
vina_02_239 -150.933 -1.915 0.662
vina_02_240 -286.826 -2.217 -22.770
vina_02_241 -182.775 -2.193 -8.367
vina_02_242 -150.130 -2.025 -1.127
vina_02_243 -229.483 -1.824 -16.105
vina_02_244 -216.462 -1.961 2.446
vina_02_245 -222.336 -2.187 -5.238
vina_02_246 -158.486 -1.691 2.900
vina_02_247 -165.792 -1.851 0.254
vina_02_248 -198.020 -1.797 8.709
vina_02_249 -199.926 -1.990 6.671
vina_02_250 -192.580 -1.815 0.326
vina_02_251 -157.248 -2.277 -0.844
vina_02_252 -122.629 -1.506 2.432
vina_02_253 -149.874 -1.743 -1.897
vina_02_254 -245.470 -1.827 -10.115
vina_02_255 -148.580 -1.455 -3.238
vina_02_256 -258.991 -2.155 4.548
vina_02_257 -259.823 -2.363 -13.559
vina_02_258 -107.654 -1.201 -0.911
vina_02_259 -195.501 -1.722 -6.781
vina_02_260 -205.173 -2.183 4.241
vina_02_261 -165.248 -2.118 3.302
vina_02_262 -243.204 -1.794 -3.731
vina_02_263 -149.748 -2.314 -5.708
vina_02_264 -199.333 -2.070 -1.990
vina_02_265 -280.468 -1.768 -12.873
vina_02_266 -123.549 -1.529 0.564
vina_02_267 -140.479 -2.315 -1.341
vina_02_268 -245.960 -1.887 9.619
vina_02_269 -163.786 -2.139 0.180
vina_02_270 -204.224 -1.981 -0.518
vina_02_271 -289.628 -2.685 -0.392
vina_02_272 -230.786 -1.991 -2.448
vina_02_273 -400.624 -1.992 -38.252
vina_03_1 -376.752 -2.550 -37.517
vina_03_2 -600.286 -2.607 -63.462
vina_03_3 -551.078 -2.651 -49.852
vina_03_7 -332.670 -2.630 -15.943
vina_03_8 -195.682 -2.577 0.948
vina_03_9 -508.930 -2.802 -47.417
vina_03_10 -191.443 -2.420 -2.299
vina_03_11 -599.825 -2.665 -62.362
vina_03_12 -341.388 -2.624 -25.328
vina_03_13 -335.524 -2.674 -21.019
vina_03_15 -608.214 -2.439 -66.235
vina_03_16 -419.607 -2.622 -41.085
vina_03_18 -526.213 -2.787 -49.905
vina_03_19 -369.303 -2.377 -43.358
vina_03_20 -534.632 -2.543 -51.177
vina_03_21 -407.403 -2.542 -29.894
vina_03_24 -355.640 -2.556 -27.448
vina_03_25 -203.920 -2.581 -1.712
vina_03_26 -227.853 -2.820 -3.359
vina_03_27 -311.222 -2.648 -18.786
vina_03_28 -367.332 -2.489 -22.130
vina_03_30 -360.048 -2.408 -31.022
vina_03_31 -401.329 -2.512 -24.991
vina_03_32 -213.385 -2.313 -1.414
vina_03_33 -415.119 -2.157 -44.241
vina_03_34 -476.785 -2.544 -61.017
vina_03_35 -166.501 -2.571 -1.761
vina_03_36 -544.749 -2.330 -51.219
vina_03_37 -222.673 -2.490 -0.444
vina_03_38 -255.882 -2.547 -0.376
vina_03_39 -527.514 -2.611 -60.424
vina_03_41 -350.385 -2.400 -14.408
vina_03_42 -310.373 -2.366 -5.090
vina_03_43 -351.833 -2.047 -28.450
vina_03_44 -289.697 -2.254 -16.203
vina_03_45 -274.178 -2.461 -2.213
vina_03_46 -157.908 -2.303 -1.190
vina_03_48 -242.869 -2.419 -4.067
vina_03_50 -559.701 -2.421 -49.503
vina_03_51 -386.413 -2.497 -32.856
vina_03_53 -447.456 -2.414 -54.679
vina_03_54 -285.103 -2.417 -3.093
vina_03_55 -364.674 -2.475 -29.354
vina_03_56 -201.631 -2.243 2.709
vina_03_58 -232.567 -2.499 5.003
vina_03_59 -303.781 -2.572 -10.455
vina_03_61 -270.686 -2.277 -3.700
vina_03_62 -316.885 -2.374 -17.456
vina_03_63 -500.773 -2.264 -51.791
vina_03_64 -284.991 -2.652 -5.887
vina_03_65 -435.888 -2.484 -44.093
vina_03_66 -238.709 -2.113 0.597
vina_03_67 -254.313 -2.296 -2.025
vina_03_68 -381.970 -2.406 -31.158
vina_03_69 -526.113 -2.423 -53.300
vina_03_72 -223.548 -2.493 2.294
vina_03_74 -205.903 -2.299 -4.667
vina_03_75 -200.094 -2.599 -5.974
vina_03_76 -302.337 -2.537 1.761
vina_03_77 -187.494 -2.401 0.034
vina_03_79 -249.705 -2.742 -7.652
vina_03_80 -228.514 -2.061 -9.417
vina_03_81 -250.815 -2.369 -14.809
vina_03_82 -179.594 -2.364 5.289
vina_03_83 -307.702 -2.353 -12.192
vina_03_84 -433.163 -2.276 -51.669
vina_03_85 -493.209 -2.320 -62.227
vina_03_86 -235.156 -2.117 -3.817
vina_03_87 -247.972 -2.026 3.206
vina_03_88 -217.907 -2.373 -2.911
vina_03_89 -183.847 -2.236 -6.145
vina_03_90 -358.638 -2.345 -19.924
vina_03_91 -288.606 -2.432 -10.115
vina_03_92 -194.601 -1.992 1.749
vina_03_94 -310.036 -2.403 1.013
vina_03_95 -409.337 -2.514 -25.721
vina_03_96 -261.130 -2.316 -1.012
vina_03_97 -236.056 -2.189 -0.641
vina_03_98 -250.107 -2.129 -3.327
vina_03_99 -181.916 -2.432 -1.936
vina_03_100 -228.319 -2.223 -1.658
vina_03_101 -342.567 -2.642 -20.725
vina_03_102 -530.758 -2.367 -67.013
vina_03_103 -271.234 -2.395 -2.510
vina_03_104 -180.518 -2.504 3.041
vina_03_105 -370.045 -2.158 -25.797
vina_03_106 -197.811 -2.462 -2.216
vina_03_107 -240.734 -2.599 -5.026
vina_03_108 -266.347 -2.058 -5.039
vina_03_109 -177.826 -2.546 -1.171
vina_03_110 -227.212 -2.136 -5.708
vina_03_111 -240.217 -2.331 0.204
vina_03_112 -238.318 -2.225 -0.256
vina_03_113 -195.646 -2.229 -7.074
vina_03_114 -285.739 -2.295 -13.020
vina_03_115 -326.809 -2.398 -25.016
vina_03_117 -188.481 -2.298 -7.936
vina_03_118 -207.820 -2.228 -7.004
vina_03_119 -198.903 -2.418 -0.618
vina_03_120 -258.155 -2.681 -11.180
vina_03_122 -183.815 -2.407 2.270
vina_03_123 -188.180 -2.449 -4.166
vina_03_124 -149.161 -2.236 -0.769
vina_03_125 -257.761 -2.384 -2.562
vina_03_126 -241.234 -2.601 -4.593
vina_03_127 -245.548 -2.391 -9.278
vina_03_128 -319.669 -2.438 -8.084
vina_03_130 -206.545 -2.252 -2.317
vina_03_131 -111.661 -2.249 1.575
vina_03_132 -240.824 -2.535 9.173
vina_03_133 -294.969 -2.225 -14.397
vina_03_134 -190.724 -2.230 -3.646
vina_03_135 -359.539 -2.542 -23.604
vina_03_136 -248.427 -2.305 1.375
vina_03_137 -333.090 -2.455 -38.372
vina_03_138 -282.611 -2.168 -12.854
vina_03_139 -298.028 -2.282 -9.064
vina_03_140 -187.881 -2.139 4.236
vina_03_141 -234.659 -2.328 -8.871
vina_03_142 -206.497 -2.072 -2.038
vina_03_143 -361.874 -2.215 -29.152
vina_03_144 -177.423 -2.032 2.082
vina_03_145 -290.676 -2.332 -5.330
vina_03_146 -197.097 -2.070 -2.491
vina_03_147 -333.007 -2.052 -12.263
vina_03_148 -345.020 -2.213 -34.280
vina_03_149 -318.469 -2.109 -7.462
vina_03_150 -159.173 -2.138 2.035
vina_03_151 -250.119 -2.334 -2.905
vina_03_152 -256.155 -2.360 -3.569
vina_03_153 -207.314 -2.473 -5.117
vina_03_154 -242.259 -2.219 -5.100
vina_03_155 -157.049 -2.448 2.932
vina_03_156 -337.894 -2.268 -32.131
vina_03_158 -195.172 -2.295 -3.375
vina_03_159 -207.661 -2.283 -3.496
vina_03_161 -183.418 -2.107 -0.015
vina_03_162 -342.265 -2.416 -32.511
vina_03_163 -314.560 -2.254 -17.891
vina_03_164 -210.829 -2.184 -3.710
vina_03_165 -158.978 -2.490 2.450
vina_03_166 -317.816 -2.342 -14.156
vina_03_167 -182.991 -2.090 -4.790
vina_03_168 -223.168 -1.983 -0.042
vina_03_169 -236.211 -1.965 -0.783
vina_03_170 -284.428 -2.044 -14.314
vina_03_171 -239.797 -2.028 -9.098
vina_03_172 -203.836 -2.008 -5.772
vina_03_173 -264.392 -1.997 0.482
vina_03_174 -205.960 -2.252 -0.464
vina_03_175 -243.105 -2.497 1.395
vina_03_176 -227.249 -2.045 -5.361
vina_03_177 -245.854 -2.242 3.299
vina_03_178 -310.807 -2.263 -10.745
vina_03_179 -217.896 -2.438 -0.619
vina_03_180 -216.054 -2.279 -3.357
vina_03_181 -263.531 -2.244 1.404
vina_03_182 -174.978 -1.988 2.061
vina_03_183 -201.951 -1.990 -3.289
vina_03_184 -376.873 -2.174 -34.611
vina_03_185 -227.499 -1.988 -0.243
vina_03_186 -289.809 -2.002 -1.236
